REFERENCIA|DESCRIPCION|MATERIAL / FABRICANTE|FECHA | COSTO | PRECIO |12|50|100|300|500|1000
P006D|Pantalón camuflado seis bolsillos (Dos tipo fuelle en pierna) (Tallas 6 a 14 y 28 a 38)|Dril||$25.000|$50.000|$48.500|$47.500|$45.000|$42.500|$40.000|$37.500
P006D_RZ|Pantalón camuflado con refuerzo en trasero superior, seis bolsillos (Dos tipo fuelle en pierna) (Tallas 6 a 14 y 28 a 38)|Dril|28/01/2016|$26.375|$52.750|$51.168|$50.113|$47.475|$44.838|$42.200|$39.563
P006T|Pantalón camuflado seis bolsillos (Dos tipo fuelle en pierna) (Tallas 6 a 14 y 28 a 38)|Antifluidos|13/08/2015|$25.125|$50.250|$48.743|$47.738|$45.225|$42.713|$40.200|$37.688
P006P|Pantalón camuflado seis bolsillos (Dos tipo fuelle en pierna) (Tallas 6 a 14 y 28 a 38)|Praga||$26.000|$52.000|$50.440|$49.400|$46.800|$44.200|$41.600|$39.000
P006GT|Pantalón camuflado seis bolsillos (Dos tipo fuelle en pierna) (Tallas 6 a 14 y 28 a 38)|Gab. Tempo||$28.000|$56.000|$54.320|$53.200|$50.400|$47.600|$44.800|$42.000
P006D_1|Pantalón camuflado seis bolsillos  (Dos tipo fuelle en pierna) con cinta reflectiva de 1 en contorno botas (Tallas 6 a 14 y 28 a 38)|Dril||$27.500|$55.000|$53.350|$52.250|$49.500|$46.750|$44.000|$41.250
P006D_2|Pantalón camuflado  tipo sudadera  (Tallas 6 a 14 y 28 a 38)|Dril||$27.500|$55.000|$53.350|$52.250|$49.500|$46.750|$44.000|$41.250
P006D3|Pantalon tipo camuflado sencillo con bolsillos laterales de parche con tapa, bolsillos traseros con tapa|Praga||| $ -   | $ -   | $ -   | $ -   | $ -   | $ -   | $ -
P007D|Pantalón camuflado seis bolsillos (Dos tipo fuelle en pierna)  y con botas abatibles (Para convertir en bermuda) (Tallas 6 a 14 y 28 a 38)|Dril||$29.000|$58.000|$56.260|$55.100|$52.200|$49.300|$46.400|$43.500
P008D|Pantalón clásico de overol 4 bolsillos de parche (Talla de 6 a 14 y 28 a 38)|Dril||$20.000|$40.000|$38.800|$38.000|$36.000|$34.000|$32.000|$30.000
P009D|Pantalón de trabajo tipo artesano bolsillos colgantes, con múltiples compartimientos portaherramientas y refuerzo en rodillas.|Dril||$47.500|$95.000|$92.150|$90.250|$85.500|$80.750|$76.000|$71.250
P010AP|Pantalón tipo sudadera con dos bolsillos (Tallas 6 a 14 y 28 a 38)|Algodón Perchado||$12.000|$24.000|$23.280|$22.800|$21.600|$20.400|$19.200|$18.000
P011H|Pantalon jean 5 bolsillos con refuerzo en muslos, especial para trabajo en vidrierías (Tallas 6 a 14 y 28 a 38)|Indigo 14 Oz|04/05/2015|$18.000|$36.000|$34.920|$34.200|$32.400|$30.600|$28.800|$27.000
P012H|Pantalón jean 5 bolsillos con refuerzo en rodillas, (Tallas 6 a 14 y 28 a 38)|Indigo 14 Oz|04/05/2015|$18.000|$36.000|$34.920|$34.200|$32.400|$30.600|$28.800|$27.000
P013AF|Pantalon tipo bombero|tela ignifuga||| $ -   | $ -   | $ -   | $ -   | $ -   | $ -   | $ -
P013H|Pantalon Jean tipo carpintero con bolsillo auxiliar lateral|Indigo 14 Oz||$17.000|$34.000||||||
P014D| Pantalón encauchado con refuerzo atrás sin bolsillo con pasadores,  cremallera frontal |Dril||| $ -   | $ -   | $ -   | $ -   | $ -   | $ -   | $ -
P014D_1|Pantalón encauchado SIN refuerzo atrás sin bolsillo con pasadores,  cremallera frontal |Dril||| $ -   | $ -   | $ -   | $ -   | $ -   | $ -   | $ -
P015U|Pantalon tipo sudadera antifluidos |Universal||$18.500|$37.000||||||
P015U_11|Pantalon tipo sudadera antifluidos para niños de 5 - 10 años|Universal||$14.000|$28.000||||||
P015V|Pantalon tipo sudadera antifluidos|Antifluidos||$13.800|$27.600|$26.772|$26.220|$24.840|$23.460|$22.080|$20.700
P016V|Pantalon Corte recto, bolsillos laterales internos y bolsillo de parche trasero|Antifluidos||$13.800|$27.600|$26.772|$26.220|$24.840|$23.460|$22.080|$20.700
P017J|Pantalon reforzado en lona para motorizado|Lona||$80.000|$160.000|$155.200|$152.000|$144.000|$136.000|$128.000|$120.000
P018D|Bermuda con bolsillos camuflados laterarles Dama o caballero (talla 8 - 16 y de la 28 - 40)|Dril||$11.900|$23.800|$23.086|$22.610|$21.420|$20.230|$19.040|$17.850
P018H|Bermuda con bolsillos camuflados laterarles Dama o caballero (talla 8 - 16 y de la 28 - 40)|Indigo|15/02/2016|$14.500|$29.000|$28.130|$27.550|$26.100|$24.650|$23.200|$21.750
P019SX|Falda formal 3/4 (Largo Chanel) cierre cremallera y pretina alta. (Tallas 4 a 16)|Bases Sutex (Mínimo 20  por color)|09/02/2016|$16.000|$32.000|$31.040|$30.400|$28.800|$27.200|$25.600|$24.000
P020CZ|Pantalon para soldador en carnaza|Carnaza|06/04/2015|$65.000|$130.000|$126.100|$123.500|$117.000|$110.500|$104.000|$97.500
P021NP|Pantalon con pechero en neopreno|Neopreno|06/04/2015|$55.000|$110.000|$106.700|$104.500|$99.000|$93.500|$88.000|$82.500
P901D| Pantalón tipo camuflado con bolsillos de tapa posteriores, y un bolsillo de fuele en pierna, un logo estampado a una tinta|Dril||$22.500|$45.000|$43.650|$42.750|$40.500|$38.250|$36.000|$33.750
P902H|Jean 5 bolsillos, dama y caballero con pespunte en contraste, y especificaciones de acuerdo a ficha tècnica|INDIGO 14 ONZ|16/04/2015|$13.000|$26.000|$25.220|$24.700|$23.400|$22.100|$20.800|$19.500
P022| PANTALONETA: Con resorte en la cintura y cordón. Dos bolsillos laterales. Forrada|Winner lafayette|20/04/2015|$19.500|$39.000|$37.830|$37.050|$35.100|$33.150|$31.200|$29.250
P023V| Bermuda tipo cargo con elástico a los lados en la cintura, bolsillos de fuelle lateraes |Antifluidos|05/05/2015|$16.000|$32.000|$31.040|$30.400|$28.800|$27.200|$25.600|$24.000
P023U| Bermuda tipo cargo con elástico a los lados en la cintura, bolsillos de fuelle lateraes |Universal|05/05/2015|$22.000|$44.000|$42.680|$41.800|$39.600|$37.400|$35.200|$33.000
P024T|Falda formal larga,   cierre cremallera y pretina alta|Bases lafayette|30/07/2015|$30.000|$60.000|$58.200|$57.000|$54.000|$51.000|$48.000|$45.000
P024SX|Falda formal larga, cierre cremallera y pretina alta|Bases Sutex (Mínimo 20  por color)|30/07/2015|$25.000|$50.000|$48.500|$47.500|$45.000|$42.500|$40.000|$37.500
P024L|Falda formal larga, cierre cremallera y pretina alta|Linoflex|30/07/2015|$20.000|$40.000|$38.800|$38.000|$36.000|$34.000|$32.000|$30.000
P025SG|Pantalon tipo cargo . Bolsillos camuflados con prense pasadopres tipo carpintero en la pretina. Refuerzo en rodilla, resortes laterales, cordón de ajuste en la bota|Segal Galleta Lafayette|19/11/2015|$43.900|$87.800|$85.166|$83.410|$79.020|$74.630|$70.240|$65.850
BATAS|B||||||||||
B001D|Bata de trabajo profesional largo 3/4 Manga Larga (Tallas XS a XL)|Dril||$20.000|$40.000|$38.800|$38.000|$36.000|$34.000|$32.000|$30.000
B001D_4|Bata de trabajo profesional largo 3/4 Manga Larga (Tallas XXL a 4XL)|Dril||$27.000|$54.000|$52.380|$51.300|$48.600|$45.900|$43.200|$40.500
B001D_PR|Bata de trabajo profesional largo 3/4 Manga Larga  resortadas (Tallas XS a XL)|Dril Raza 100% algodón||$20.000|$40.000|$38.800|$38.000|$36.000|$34.000|$32.000|$30.000
B001GT|Bata de trabajo profesional largo 3/4 Manga Corta (Tallas XS a XL)|Gab. Tempo||$22.500|$45.000|$43.650|$42.750|$40.500|$38.250|$36.000|$33.750
B001K|Bata de trabajo profesional largo 3/4 Manga Larga (Tallas XS a XL)|Dacrón||$17.000|$34.000|$32.980|$32.300|$30.600|$28.900|$27.200|$25.500
B001K_10| Bata de trabajo profesional largo 3/4 Manga Larga logo tamaño pecho|Dacrón||$19.500|$39.000|$37.830|$37.050|$35.100|$33.150|$31.200|$29.250
B001U|Bata de trabajo profesional largo 3/4 Manga Larga (Tallas XS a XL)|Universal|12/05/2015|$22.500|$45.000||||||
B001V|Bata de trabajo profesional largo 3/4 Manga Larga (Tallas XS a XL)|Antifluidos|12/05/2015|$20.000|$40.000|$38.800|$38.000|$36.000|$34.000|$32.000|$30.000
B001VH|Bata de trabajo profesional largo 3/4 Manga Larga (Tallas XS a XL)|Antifluido Dinam||$21.850|$43.700|$42.389|$41.515|$39.330|$37.145|$34.960|$32.775
B001SX|Bata de trabajo profesional largo 3/4 Manga Larga (Tallas XS a XL)|Antifluido Pacific||| $ -   | $ -   | $ -   | $ -   | $ -   | $ -   | $ -
B001AL|Bata de trabajo profesional largo 3/4 Manga Larga (Tallas XS a XL)|Antiestático con Fibra de Carbono|21/12/2015|$31.500|$63.000|$61.110|$59.850|$56.700|$53.550|$50.400|$47.250
B002D|Bata de trabajo profesional largo 3/4 Manga Corta (Tallas XS a XL)|Dril||$18.000|$36.000|$34.920|$34.200|$32.400|$30.600|$28.800|$27.000
B002L|Bata de trabajo profesional largo 3/4 Manga Corta (Tallas XS a XL)|Linoflex||$17.000|$34.000|$32.980|$32.300|$30.600|$28.900|$27.200|$25.500
B002U|Bata de trabajo profesional largo 3/4 Manga Corta (Tallas XS a XL)|Universal||$19.000|$38.000|$36.860|$36.100|$34.200|$32.300|$30.400|$28.500
B002V|Bata de trabajo profesional largo 3/4 Manga Corta (Tallas XS a XL)|Antifluidos||$17.000|$34.000|$32.980|$32.300|$30.600|$28.900|$27.200|$25.500
B003D1|Bata de trabajo profesional largo 3/4 Manga Corta, cremallera plástica (Tallas XS a XL)|Dril||$18.000|$36.000|$34.920|$34.200|$32.400|$30.600|$28.800|$27.000
B003DL|Bata de trabajo profesional larga manga larga (Tallas XS a XL)|Dril||$22.500|$45.000||||||
B003K|Bata de trabajo profesional largo 3/4 Manga Corta (Tallas XS a XL)|Dacrón||$15.000|$30.000|$29.100|$28.500|$27.000|$25.500|$24.000|$22.500
B003SX|Bata para Profesora en tela a cuadros|Delux||| $ -   | $ -   |||||
B003U|Bata para Profesora en tela con diseños infantiles|Universal||| $ -   |$34.000|||||
B004V|Bata dama servicio al cliente largo 3/4 cierre en cremallera 2 bolsillos  (Tallas XS a XL)|Antifluidos||| $ -   | $ -   | $ -   | $ -   | $ -   | $ -   | $ -
B005BN|Batón Cirujano Estándar Puño Algodón Blanco paquete x5|Bonlam||$1.300|$2.600|$2.522|$2.470|$2.340|$2.210|$2.080|$1.950
B006BN|Bata Laboratorio Blanca, Manga Larga paquete x5|Bonlam||$2.800|$5.600|$5.432|$5.320|$5.040|$4.760|$4.480|$4.200
B007BN| Kit Individual  Paciente Adulto(Bata Paciente, Gorro, Polaina) Caja x 20|Bonlam||$2.000|$4.000|$3.880|$3.800|$3.600|$3.400|$3.200|$3.000
BATAS|PERSONALIZADAS  ( B900  a  B999 )||||||||||
B901D|Bata de trabajo profesional largo 3/4 Manga Larga, 3 colores, 1 logos tamaño pecho y uno tamaño espalda estampado a una tinta (DISEÑO GLASS MECANIX)  (Tallas XS a XL).|Dril Vulcano|27/01/2016|$21.500|$43.000|$41.710|$40.850|$38.700|$36.550|$34.400|$32.250
DELANTALES|I||||||||||
I001D|Mandil corto con bolsillo frontal. Tamaño 70 X 70 cm ( Talla única )|Dril||$5.000|$10.000|$9.700|$9.500|$9.000|$8.500|$8.000|$7.500
I001K|Mandil corto con bolsillo frontal. Tamaño 70 X 70 cm ( Talla única )|Dacrón||$4.000|$8.000|$7.760|$7.600|$7.200|$6.800|$6.400|$6.000
I001V|Mandil corto con bolsillo frontal. Tamaño 70 X 70 cm ( Talla única )|Antifluidos||$5.000|$10.000|$9.700|$9.500|$9.000|$8.500|$8.000|$7.500
I001U|Mandil corto con bolsillo frontal. Tamaño 70 X 70 cm ( Talla única )|Universal||$6.500|$13.000|$12.610|$12.350|$11.700|$11.050|$10.400|$9.750
I002D|Peto parrillero largo rodilla (Talla Unica)|Dril||$6.700|$13.400|$12.998|$12.730|$12.060|$11.390|$10.720|$10.050
I002K|Peto parrillero largo rodilla (Talla Unica)|Dacrón||$6.700|$13.400|$12.998|$12.730|$12.060|$11.390|$10.720|$10.050
I002V|Peto parrillero largo rodilla (Talla Unica)|Dacrón||$6.700|$13.400|$12.998|$12.730|$12.060|$11.390|$10.720|$10.050
I002H|Peto parrillero  (Talla Unica)|indigo||$7.200|$14.400|$13.968|$13.680|$12.960|$12.240|$11.520|$10.800
I002VO|Peto parrillero  (Talla Unica)|Vinilo||$7.200|$14.400|$13.968|$13.680|$12.960|$12.240|$11.520|$10.800
I002SX|Peto parrillero  (Talla Unica) Cantidad mínima (40)|Bases Sutex (Mínimo 40  por color)|14/11/2015|$8.000|$16.000|$15.520|$15.200|$14.400|$13.600|$12.800|$12.000
I002U_11|Peto parrillero  (Talla Unica) Para niños|Universal lafayette|20/04/2015|$7.000|$14.000|$13.580|$13.300|$12.600|$11.900|$11.200|$10.500
I002K_11|Peto parrillero  (Talla Unica) Para niños|Dacrón|22/09/2015|$5.500|$11.000|$10.670|$10.450|$9.900|$9.350|$8.800|$8.250
I007GT|Peto parrillero largo rodilla cuello V y con bolsillo (Talla Unica)|Gab. Tempo||$21.300|$42.600|$41.322|$40.470|$38.340|$36.210|$34.080|$31.950
I007L|Peto parrillero largo rodilla cuello V y con bolsillo (Talla Unica)|Linoflex||$12.500|$25.000|$24.250|$23.750|$22.500|$21.250|$20.000|$18.750
I007U|Peto parrillero 16  (Talla Unica)|PVC||$6.930|$13.860||||||
I007T|Peto parrillero largo rodilla cuello V y con bolsillo (Talla Unica)|Antifluidos||$12.500|$25.000|$24.250|$23.750|$22.500|$21.250|$20.000|$18.750
I002CZ|Delantal en con tirantas, para uso industrial 60 X 90 cms|Carnaza||$12.000|$24.000|$23.280|$22.800|$21.600|$20.400|$19.200|$18.000
I003K|Delantal Cocina|Dacrón||$5.000|$10.000|$9.700|$9.500|$9.000|$8.500|$8.000|$7.500
I003N|Delantal Cocina|Nautica||$5.000|$10.000|$9.700|$9.500|$9.000|$8.500|$8.000|$7.500
I003V|Delantal Cocina|Antifluidos||$6.500|$13.000|$12.610|$12.350|$11.700|$11.050|$10.400|$9.750
I003I|Peto deportivo con sesgo en contorno y amarres laterales, logo estampado a 4 tintas en el frente, tamaño espalda, un número en pecho a una tinta y un número en espalda grande a una tinta|Impermeable||$10.240|$20.480|$19.866|$19.456|$18.432|$17.408|$16.384|$15.360
I004O|Poncho promocional de algodón blanco con logo a una tinta en la parte delantera y trasera|Algodón ||$5.100|$10.200|$9.894|$9.690|$9.180|$8.670|$8.160|$7.650
I005K|Delantal servicios generales con pasadores para abotonar en hombro, tirantas de ajuste en cintura y dos bolsillos de parche frontal (Talla única)|Dacrón||$5.000|$10.000|$9.700|$9.500|$9.000|$8.500|$8.000|$7.500
I005N|Delantal servicios generales con pasadores para abotonar en hombro, tirantas de ajuste en cintura y dos bolsillos de parche frontal (Talla única)|Náutica||$6.000|$12.000|$11.640|$11.400|$10.800|$10.200|$9.600|$9.000
I005V|Delantal servicios generales con pasadores para abotonar en hombro, tirantas de ajuste en cintura y dos bolsillos de parche frontal (Talla única)|Antifluidos||$6.000|$12.000|$11.640|$11.400|$10.800|$10.200|$9.600|$9.000
I006V|Mangas en Carnaza|Argo||$9.500|$19.000|$18.430|$18.050|$17.100|$16.150|$15.200|$14.250
I007V|Peto de Vaqueta|El Porv||$17.000|$34.000|$32.980|$32.300|$30.600|$28.900|$27.200|$25.500
L008NP|Peto en neopreno NEGRO|IS|06/04/2015|| $ -   ||||||
L008NPA|Peto en neopreno AMARILLO|IS|06/04/2015|| $ -   ||||||
I008V|Peto en  carnaza|El Porv|30/07/2015|$10.000|$20.000||||||
OVEROLES|V||||||||||
V001D|Overol enterizo manga larga seis bolsillos (Tallas 32 a 42)|Dril|01/03/2016|$28.000|$56.000|$54.320|$53.200|$50.400|$47.600|$44.800|$42.000
V001I|Overol enterizo manga larga seis bolsillos (Tallas 32 a 42)|Impermeable (Sin Forro)|26/08/2015|$22.500|$45.000|$43.650|$42.750|$40.500|$38.250|$36.000|$33.750
V001D_4|Overol enterizo manga larga seis bolsillos (Tallas 44 a 50)|Dril||$34.000|$68.000|$65.960|$64.600|$61.200|$57.800|$54.400|$51.000
V001D_P|OVEROL, BOTAS EN CUERO INDUSTRIAL|||| $ -   | $ -   | $ -   | $ -   | $ -   | $ -   | $ -
V001D1|Overol  manga larga seis bolsillos reflectivo clase 1 (mangas, bota y espalda) (Tallas 32 a 42)|DRIL||$34.000|$68.000|$65.960|$64.600|$61.200|$57.800|$54.400|$51.000
V001D1_2|Overol petrolero manga larga seis bolsillos reflectivo clase 1 (Pecho mangas y botas) (Tallas 32 a 42)|DRIL||$34.000|$68.000|$65.960|$64.600|$61.200|$57.800|$54.400|$51.000
V001D1_3|Overol petrolero manga larga seis bolsillos reflectivo clase1  2 (Pecho, contorno, doble en mangas y botas) (Tallas 32 a 42)|DRIL||$43.000|$86.000|$83.420|$81.700|$77.400|$73.100|$68.800|$64.500
V001DR|Overol enterizo manga larga seis bolsillos reflectivo  2 (Pecho mangas y botas) (Tallas 32 a 42)|DRIL||$56.200|$112.400|$109.028|$106.780|$101.160|$95.540|$89.920|$84.300
V001DR1|Overol enterizo manga larga seis bolsillos (Tallas 32 a 42)Reflectivo 2 clase 1 |DRIL||$32.000|$64.000|$62.080|$60.800|$57.600|$54.400|$51.200|$48.000
V001DS|Overol enterizo manga larga seis bolsillos con refuerzos en rodillas y codos (Tallas 32 a 42)|Dril||$35.000|$70.000|$67.900|$66.500|$63.000|$59.500|$56.000|$52.500
V001DSEF|Overol enterizo manga larga seis bolsillos (Tallas 32 a 42) Estampado en frente y espalda|Dril||$30.000|$60.000||||||
V001D_M|Overol enterizo manga larga seis bolsillos, para seguridad con Reata de 1 en Mangas y costados laterales (Tallas 32 a 42) Incluye Bordado Seguridad Privada Tamaño Espalda|Dril Nacional|01/03/2016|$35.000|$70.000|$67.900|$66.500|$63.000|$59.500|$56.000|$52.500
V001G|Overol enterizo manga larga seis bolsillos (Tallas 32 a 42)|Gabardina Diagonal (Grano de Polvora)||$26.000|$52.000|$50.440|$49.400|$46.800|$44.200|$41.600|$39.000
V001GT1|Overol enterizo manga larga seis bolsillos reflectivo clase 1 (Pecho mangas y botas) (Tallas 32 a 42)|Gab. Tempo||$33.000|$66.000|$64.020|$62.700|$59.400|$56.100|$52.800|$49.500
V001LL|Overol enterizo manga larga seis bolsillos con franja (Tallas 32 a 42)|Lino||$28.000|$56.000|$54.320|$53.200|$50.400|$47.600|$44.800|$42.000
V001M|Overol enterizo manga larga seis bolsillos (Tallas 32 a 42)|Morgan||$35.000|$70.000|$67.900|$66.500|$63.000|$59.500|$56.000|$52.500
V001P1|Overol enterizo manga larga seis bolsillos reflectivo clase 1 (Pecho mangas y botas) (Tallas 32 a 42)|Praga||$34.000|$68.000|$65.960|$64.600|$61.200|$57.800|$54.400|$51.000
V001RB|Overol enterizo manga larga seis bolsillos (Tallas 32 a 42) | Army Ribstop||$23.476|$46.952|$45.543|$44.604|$42.257|$39.909|$37.562|$35.214
V001RBC1|Overol enterizo manga larga seis bolsillos (Tallas 44 a 50) con reflectivo en Brazo, manga, espalda y hombro| Army Ribstop||$27.476|$54.952|$53.303|$52.204|$49.457|$46.709|$43.962|$41.214
V001U|Overol enterizo manga larga con capota, elastico en mangas (Tallas 32 a 42)|Antifluidos||$42.200|$84.400|$81.868|$80.180|$75.960|$71.740|$67.520|$63.300
V001V|Overol enterizo manga larga  (Tallas 32 a 42)|Antifluidos||$25.100|$50.200|$48.694|$47.690|$45.180|$42.670|$40.160|$37.650
V002CG|Overol dos piezas manga corta seis bolsillos cierre botones (Tallas 32 a 42)|Córcega 100% algón||| $ -   | $ -   | $ -   | $ -   | $ -   | $ -   | $ -
V002D|Overol dos piezas manga larga seis bolsillos cierre botones (Tallas 32 a 42)|Dril||$28.000|$56.000|$54.320|$53.200|$50.400|$47.600|$44.800|$42.000
V002D_A|Overol dos piezas manga larga seis bolsillos cierre botones (Tallas 32 a 42) Mangas abatibles|Dril||$32.000|$64.000||||||
V002D1|Overol dos piezas manga larga seis bolsillos cierre botones (Tallas 32 a 42)|Dril||$28.000|$56.000|$54.320|$53.200|$50.400|$47.600|$44.800|$42.000
V002D1|Overol dos piezas manga larga seis bolsillos reflectivo clase 1 (Pecho mangas y botas) (Tallas 32 a 42)|Dril||$34.000|$68.000|$65.960|$64.600|$61.200|$57.800|$54.400|$51.000
V002D2|Overol dos piezas en drill con cinta reflectiva 2, mangas con dos cintas en los brazos espaldar y delantero con cinta reflectiva tipo chaleco pantalón dos cintas reflectiva en las piernas|Dril||$45.500|$91.000|$88.270|$86.450|$81.900|$77.350|$72.800|$68.250
V002D3|Overol dos piezas manga larga seis bolsillos cierre botones (Tallas 32 a 42) Reflectivo clase I  en mangas y botas 2 logo alcaldia, basura cero, convenio estampado|Dril|30/06/2015|$38.000|$76.000|$73.720|$72.200|$68.400|$64.600|$60.800|$57.000
V002DT3|Overol dos piezas manga larga seis bolsillos cierre botones (Tallas 32 a 42) Reflectivo clase I  en mangas y botas 2 logo alcaldia, basura cero, convenio estampado|Dril Twill (Importado)|30/06/2015|$34.000|$68.000|$65.960|$64.600|$61.200|$57.800|$54.400|$51.000
V002DT|overol dos piezas manga larga seis bolsillos cierre botones (Tallas 32 a 42|Dril Twill (Importado)|30/06/2015|$20.000|$40.000|$38.800|$38.000|$36.000|$34.000|$32.000|$30.000
V002DS1|Overol dos piezas manga larga seis bolsillos con refuerzos en Muslos (Tallas 32 a 42)|Dril||| $ -   | $ -   | $ -   | $ -   | $ -   | $ -   | $ -
V002DS2|Overol dos piezas manga larga seis bolsillos con refuerzos en Rodillas (Tallas 32 a 42)|Dril||| $ -   | $ -   | $ -   | $ -   | $ -   | $ -   | $ -
V002G|Overol dos piezas manga larga seis bolsillos cierre botones (Tallas 32 a 42)|Diagonal||$24.000|$48.000|$46.560|$45.600|$43.200|$40.800|$38.400|$36.000
